"user_id","age_bracket","tier","gender","oPhone","oWatch","oPods","oTV","date","card"
1536,"18-25","gold","male",0,0,1,0,2023-02-10,"Other_debit"
1537,"25-34","gold","female",0,1,1,0,2023-11-26,"Visa_debit"
1538,"18-25","silver","male",1,0,0,0,2023-08-19,"Other_credit"
1539,"34-50","silver","female",1,0,1,0,2023-04-17,"Visa_debit"
1540,"18-25","gold","male",1,0,1,0,2023-03-24,"Other_debit"
1541,">50","silver","female",1,0,0,0,2023-03-04,"Mastercard_credit"
1542,"18-25","silver","male",1,0,1,0,2023-08-26,"Visa_debit"
1543,"18-25","silver","female",1,0,0,0,2023-06-07,"Visa_credit"
1544,"25-34","gold","female",0,0,1,0,2023-09-22,"Mastercard_credit"
1545,"18-25","silver","female",0,1,1,0,2023-01-24,"Other_debit"
1546,"18-25","platinum","male",1,1,0,0,2023-04-22,"Visa_debit"
1547,"34-50","gold","male",1,0,0,0,2023-04-25,"Visa_credit"
1548,"18-25","silver","male",0,1,1,0,2023-10-11,"Mastercard_debit"
1549,"25-34","silver","female",1,0,1,0,2023-08-04,"Visa_credit"
1550,"18-25","gold","male",1,0,1,0,2023-08-04,"Mastercard_debit"
1551,"18-25","gold","female",0,0,1,1,2023-03-12,"Mastercard_credit"
1552,"25-34","platinum",-,1,0,0,0,2023-03-14,"Visa_credit"
1553,"18-25","silver","other",0,0,1,0,2023-11-21,"Visa_debit"
1554,"25-34","gold","male",0,0,0,1,2023-07-08,"Visa_debit"
1555,"18-25","silver","female",1,0,1,0,2023-05-12,"Mastercard_credit"
1556,"25-34","gold","female",0,1,0,0,2023-03-18,"Other_credit"
1557,"18-25","gold","male",0,0,0,1,2023-09-01,"Visa_debit"
1558,"18-25","gold","female",0,0,1,0,2023-09-02,"Mastercard_debit"
1559,"25-34","silver","male",0,1,0,0,2023-01-29,"Visa_debit"
1560,"18-25","silver","male",1,0,0,0,2023-11-12,"Mastercard_credit"
1561,"34-50","gold","female",1,0,0,0,2023-05-19,"Visa_debit"
1562,"18-25","silver","female",1,0,0,1,2023-09-07,"Visa_debit"
1563,"18-25","silver","male",1,0,0,0,2023-04-29,"Other_debit"
1564,"18-25","platinum","male",1,0,0,0,2023-01-24,"Visa_debit"
1565,"18-25","silver","male",0,0,1,0,2023-07-12,"Visa_debit"
1566,"18-25","silver","female",1,0,0,0,2023-09-07,"Other_debit"
1567,"25-34","silver","male",1,0,1,0,2023-02-05,"Mastercard_credit"
1568,"18-25","gold","female",1,0,0,0,2023-02-18,"Mastercard_debit"
1569,"25-34","silver","female",1,1,1,0,2023-06-05,"Visa_debit"
1570,"18-25","silver","male",0,0,1,0,2023-04-03,"Visa_credit"
1571,"18-25","gold","female",0,0,1,0,2023-06-15,"Mastercard_debit"
1572,"25-34","silver","male",0,-,1,0,2023-04-09,"Other_credit"
1573,"25-34","silver","female",1,1,1,0,2023-04-14,"Visa_credit"
1574,"18-25","silver","male",0,1,1,0,2023-03-08,"Mastercard_credit"
1575,"18-25","silver","male",1,0,0,0,2023-10-21,"Mastercard_credit"
1576,"25-34","silver","female",1,0,0,0,2023-05-24,"Mastercard_debit"
1577,"18-25","silver","male",1,1,1,0,2023-03-03,"Visa_debit"
1578,"18-25","gold","female",1,0,0,0,2023-01-12,"Visa_debit"
1579,"18-25","silver","female",0,1,0,0,2023-05-07,"Other_debit"
1580,"25-34","gold","female",1,0,1,0,2023-06-26,"Visa_credit"
1581,"25-34","silver","female",0,0,1,0,2023-06-01,"Mastercard_credit"
1582,"34-50","platinum","male",1,1,0,0,2023-12-02,"Mastercard_credit"
1583,"18-25","silver","male",1,0,0,0,2023-01-22,"Visa_debit"
1584,"25-34","silver","male",1,0,1,0,2023-04-24,"Mastercard_credit"
1585,"18-25","silver","female",1,0,0,0,2023-10-28,"Visa_credit"
1586,"34-50","silver","female",0,0,1,0,2023-11-11,"Visa_debit"
1587,"25-34","platinum","female",1,1,1,0,2023-03-13,"Visa_debit"
1588,"25-34","silver","female",0,0,1,0,2023-02-03,"Visa_debit"
1589,-,"gold","male",0,0,1,0,2023-01-28,"Mastercard_credit"
1590,"18-25","gold","male",1,0,0,0,2023-05-10,"Visa_debit"
1591,"25-34","gold","female",0,0,1,1,2023-06-14,"Visa_debit"
1592,"18-25","platinum","female",1,1,1,0,2023-10-13,"Mastercard_credit"
1593,"34-50","silver","female",1,0,0,0,2023-11-27,"Visa_debit"
1594,"18-25","platinum","other",0,0,1,1,2023-11-15,"Visa_credit"
1595,"18-25","silver","male",1,0,0,0,2023-03-09,"Visa_credit"
1596,"25-34","platinum","female",1,1,0,0,2023-06-07,"Other_debit"
1597,"18-25","silver","male",0,1,1,0,2023-08-17,"Visa_credit"
1598,"25-34","gold","female",0,0,1,0,2023-04-16,"Visa_debit"
1599,"18-25","silver","female",0,0,1,0,2023-08-31,"Mastercard_credit"
1600,"34-50","gold","female",0,1,0,0,2023-01-24,"Visa_debit"
1601,"18-25","gold","male",1,1,0,0,2023-11-14,"Visa_debit"
1602,"18-25","silver","female",0,0,1,0,2023-05-05,"Visa_debit"
1603,"18-25","silver","female",0,0,0,1,2023-01-19,"Visa_debit"
1604,"25-34","silver","male",1,0,0,0,2023-11-04,"Other_debit"
1605,"25-34","silver","female",0,0,1,0,2023-04-04,"Visa_credit"
1606,"18-25","gold","male",0,0,1,0,2023-01-23,"Mastercard_credit"
1607,">50","silver","female",1,1,1,0,2023-05-17,"Visa_debit"
1608,"18-25","gold","female",0,0,1,0,2023-06-06,"Mastercard_credit"
1609,"25-34","silver","female",0,0,0,1,2023-12-22,"Mastercard_credit"
1610,"25-34","silver","male",1,0,1,1,2023-11-07,"Other_debit"
1611,"25-34","silver","male",0,0,1,0,2023-06-28,"Visa_credit"
1612,"18-25","silver","male",1,0,0,0,2023-05-29,"Mastercard_credit"
1613,"18-25","silver","female",0,0,1,0,2023-05-14,"Visa_debit"
1614,"18-25","silver","female",0,0,0,1,2023-04-21,"Visa_credit"
1615,"18-25","platinum","male",1,0,0,0,2023-03-25,"Mastercard_debit"
1616,"18-25","platinum","female",0,0,1,0,2023-05-14,"Visa_debit"
1617,"25-34","silver","female",1,0,1,0,2023-08-09,"Visa_credit"
1618,"25-34","gold","male",0,0,1,0,2023-01-26,"Visa_debit"
1619,"18-25","gold","female",0,0,1,1,2023-11-07,"Other_debit"
1620,"25-34","silver","male",1,1,0,0,2023-09-10,"Visa_credit"
1621,"25-34","silver",-,1,1,0,0,2023-01-25,"Visa_debit"
1622,"25-34","platinum","female",1,0,1,0,2023-10-12,"Other_debit"
1623,"25-34","silver","male",1,0,0,0,2023-09-27,"Mastercard_credit"
1624,"34-50","silver","female",0,0,1,0,2023-02-06,"Other_debit"
1625,"18-25","silver","male",1,0,1,0,2023-09-06,"Mastercard_credit"
1626,"25-34","silver","female",0,0,0,1,2023-07-04,"Visa_debit"
1627,"18-25","silver","male",1,0,0,0,2023-09-30,"Mastercard_credit"
1628,"18-25","silver","female",1,0,1,0,2023-05-05,"Visa_debit"
1629,">50","silver","male",0,1,0,0,2023-01-11,"Visa_credit"
1630,"25-34","silver","other",1,0,1,0,2023-05-25,"Visa_debit"
1631,"18-25","gold","male",0,0,1,0,2023-10-26,"Visa_credit"
1632,"34-50","silver","female",1,0,1,0,2023-06-12,"Mastercard_credit"
1633,"25-34","silver","other",0,1,0,0,2023-12-14,"Visa_debit"
1634,"25-34","silver","female",1,1,1,0,2023-01-20,"Visa_credit"
1635,"25-34","silver","female",0,0,1,0,2023-03-06,"Visa_debit"
1636,"34-50","gold","male",1,1,0,0,2023-02-09,"Visa_debit"
1637,"18-25","silver","female",1,0,1,0,2023-01-07,"Visa_credit"
1638,"25-34","silver","female",1,1,0,0,2023-07-23,-
1639,"18-25","silver","female",0,0,1,0,2023-12-25,"Visa_credit"
1640,"34-50","silver","female",1,0,0,0,2023-07-19,"Other_debit"
1641,"18-25","silver","male",1,0,0,0,2023-05-10,"Mastercard_credit"
1642,"18-25","silver","female",0,1,0,0,2023-03-20,"Visa_debit"
1643,"34-50","silver","female",0,1,1,0,2023-04-05,"Other_debit"
1644,"18-25","gold","female",1,0,0,0,2023-04-07,"Visa_credit"
1645,"18-25","gold","female",1,0,0,0,2023-08-03,"Mastercard_credit"
1646,"34-50","silver","female",0,0,1,0,2023-08-22,"Visa_debit"
1647,"25-34","silver","female",-,0,1,0,2023-10-08,"Visa_debit"
1648,"34-50","gold","male",0,0,0,1,2023-09-13,"Visa_credit"
1649,"34-50","silver","female",1,1,1,0,2023-12-22,"Mastercard_debit"
1650,"18-25","gold","male",1,0,1,0,2023-07-27,"Visa_debit"
1651,"34-50","silver","female",1,0,0,0,2023-06-08,"Mastercard_credit"
1652,"25-34","gold","female",0,1,1,0,2023-03-09,"Other_credit"
1653,"18-25","silver","female",0,1,0,0,2023-02-01,"Visa_debit"
1654,"18-25","gold","other",0,0,0,1,2023-05-20,"Visa_credit"
1655,-,"silver","female",0,1,0,0,2023-04-20,"Visa_debit"
1656,"25-34","gold","male",1,0,0,0,2023-02-24,"Visa_credit"
1657,"18-25","silver","male",1,1,1,0,2023-10-27,"Mastercard_credit"
1658,">50","silver","female",1,0,0,0,2023-03-22,"Visa_credit"
1659,"25-34","platinum","female",1,1,1,0,2023-07-05,"Visa_credit"
1660,"34-50","silver","female",1,0,0,0,2023-04-19,"Mastercard_credit"
1661,"18-25","silver","male",0,1,1,0,2023-10-30,"Mastercard_credit"
1662,"18-25","silver","female",1,0,1,0,2023-09-10,"Mastercard_credit"
1663,"25-34","platinum","male",0,1,1,0,2023-10-18,"Visa_credit"
1664,"18-25","silver","male",1,0,0,0,2023-08-06,"Visa_debit"
1665,"18-25","platinum","male",0,0,1,0,2023-05-10,"Visa_credit"
1666,"25-34","platinum","female",1,0,1,0,2023-07-25,"Mastercard_debit"
1667,"25-34","silver","male",0,0,1,0,2023-04-13,"Visa_credit"
1668,"18-25","platinum","male",1,0,1,0,2023-10-19,"Visa_credit"
1669,"25-34","silver","female",0,0,1,0,2023-06-26,"Other_debit"
1670,"18-25","silver","male",1,0,1,0,2023-01-11,"Visa_credit"
1671,"34-50","silver","female",0,1,0,0,2023-09-18,"Mastercard_credit"
1672,"18-25","platinum","male",-,1,0,0,2023-05-20,"Mastercard_credit"
1673,">50","silver","female",0,0,0,1,2023-06-03,"Mastercard_debit"
1674,"18-25","silver","male",0,1,0,0,2023-11-08,"Mastercard_credit"
1675,"25-34","gold","female",1,0,1,0,2023-02-07,"Visa_debit"
1676,"18-25","gold","female",0,0,0,1,2023-09-29,"Other_credit"
1677,"18-25","silver","female",1,1,0,0,2023-10-12,"Visa_credit"
1678,"18-25","silver","male",0,1,1,1,2023-04-17,"Mastercard_credit"
1679,"25-34","silver","female",1,0,1,0,2023-04-28,"Visa_debit"
1680,"18-25","silver","female",0,0,1,0,2023-02-12,"Mastercard_debit"
1681,"18-25","silver","female",1,0,0,0,2023-04-06,"Visa_debit"
1682,"25-34","silver","male",0,0,1,0,2023-12-05,"Mastercard_credit"
1683,"25-34","silver","male",1,0,0,0,2023-06-29,"Mastercard_credit"
1684,"25-34","gold","female",1,1,1,0,2023-06-10,"Visa_debit"
1685,"18-25","gold","female",1,0,0,0,2023-01-24,"Visa_credit"
1686,"18-25","platinum","male",0,1,0,0,2023-08-05,"Mastercard_debit"
1687,"25-34","gold","female",1,0,0,0,2023-04-21,"Visa_debit"
1688,"18-25","platinum","male",0,1,1,0,2023-06-25,"Visa_credit"
1689,"18-25","silver","female",1,0,1,0,2023-06-21,"Visa_debit"
1690,"25-34","silver","female",0,0,1,0,2023-04-03,"Visa_debit"
1691,"18-25","gold","male",0,1,0,0,2023-01-12,"Other_debit"
1692,"18-25","silver","female",1,0,0,0,2023-01-04,"Mastercard_debit"
1693,"25-34","silver","female",1,0,1,0,2023-07-04,"Mastercard_credit"
1694,"25-34","silver","female",1,1,1,0,2023-05-06,"Visa_debit"
1695,"18-25","silver","male",0,1,0,0,2023-03-14,"Visa_debit"
1696,"25-34","platinum",-,1,0,0,0,2023-05-21,"Mastercard_debit"
1697,"34-50","silver","female",1,0,1,0,2023-08-14,"Visa_debit"
1698,"18-25","platinum","female",0,1,0,0,2023-03-24,"Visa_debit"
1699,"18-25","silver","male",1,0,0,0,2023-07-19,"Visa_debit"
1700,"18-25","silver","male",1,0,1,0,2023-02-21,"Visa_credit"
1701,"18-25","silver","male",1,0,0,0,2023-12-09,"Mastercard_debit"
1702,"25-34","gold","female",1,0,0,0,2023-04-29,"Mastercard_debit"
1703,"25-34","gold","female",1,1,1,0,2023-09-26,"Visa_credit"
1704,"18-25","silver","female",1,0,0,1,2023-05-09,"Mastercard_credit"
1705,"18-25","silver","female",0,1,0,0,2023-11-01,"Visa_credit"
1706,"25-34","silver","female",1,0,0,1,2023-01-03,"Visa_debit"
1707,"34-50","silver","male",1,0,1,0,2023-07-02,"Mastercard_credit"
1708,"25-34","silver","male",0,0,1,0,2023-02-22,"Mastercard_debit"
1709,"18-25","gold","female",1,1,0,0,2023-06-24,"Visa_credit"
1710,"18-25","silver","male",1,0,1,0,2023-12-11,"Visa_debit"
1711,"18-25","gold","male",1,0,0,0,2023-12-31,"Visa_debit"
1712,"25-34","gold","male",0,0,1,1,2023-03-24,"Mastercard_debit"
1713,"25-34","silver","female",1,0,1,0,2023-05-11,"Mastercard_credit"
1714,"18-25","silver","female",0,1,0,0,2023-05-31,"Visa_credit"
1715,"18-25","silver","female",1,0,0,0,2023-01-17,"Visa_credit"
1716,"25-34","silver","female",1,0,1,0,2023-11-11,"Mastercard_debit"
1717,"18-25","silver","male",0,1,0,0,2023-12-14,"Visa_debit"
1718,"18-25","silver","other",0,1,0,0,2023-07-26,"Mastercard_credit"
1719,"25-34","silver","female",1,0,0,0,2023-05-15,"Visa_debit"
1720,"18-25","platinum","female",1,1,0,0,2023-02-04,"Visa_debit"
1721,"18-25","gold","male",1,0,0,0,2023-02-23,"Visa_debit"
1722,"18-25","silver","female",0,1,0,0,2023-09-19,"Visa_credit"
1723,"25-34","silver","male",1,0,0,0,2023-01-10,"Visa_credit"
1724,"25-34","silver","female",0,0,1,0,2023-02-07,"Visa_debit"
1725,"18-25","gold","male",1,1,1,0,2023-09-17,"Mastercard_debit"
1726,"18-25","gold","female",1,0,0,0,2023-11-02,"Visa_debit"
1727,"18-25","silver","male",1,0,0,0,2023-05-05,"Visa_debit"
1728,"25-34","silver","male",0,0,1,0,2023-03-09,"Visa_debit"
1729,"25-34","gold","female",1,0,0,0,2023-03-19,"Mastercard_credit"
1730,"25-34","gold","female",1,0,1,0,2023-04-03,"Mastercard_debit"
1731,"25-34","gold","other",0,0,0,1,2023-11-11,"Mastercard_credit"
1732,"25-34","gold","female",1,0,1,1,2023-03-21,"Mastercard_credit"
1733,"25-34","silver","male",1,0,0,0,2023-09-24,"Visa_debit"
1734,"34-50","silver","male",0,1,0,0,2023-07-29,"Mastercard_credit"
1735,"25-34","silver","male",1,0,0,0,2023-04-01,"Mastercard_debit"
1736,"18-25","gold","male",0,1,0,0,2023-03-31,"Visa_credit"
1737,"18-25","silver","female",1,0,0,0,2023-04-18,"Visa_debit"
1738,"25-34","silver","male",0,0,1,0,2023-02-01,"Visa_debit"
1739,"34-50","silver","female",1,1,0,0,2023-02-03,"Visa_debit"
1740,"25-34","silver","female",1,0,0,1,2023-03-15,"Visa_credit"
1741,"25-34","silver","male",0,1,0,0,2023-01-05,"Visa_debit"
1742,"18-25","gold","female",0,1,0,0,2023-07-06,"Visa_debit"
1743,"18-25","platinum","male",1,0,0,0,2023-12-04,"Mastercard_credit"
1744,"18-25","silver",-,0,0,1,0,2023-08-14,"Visa_credit"
1745,"18-25","silver","male",1,0,0,0,2023-10-11,"Other_credit"
1746,"34-50","silver","female",1,0,1,0,2023-09-12,"Visa_credit"
1747,"25-34","gold","female",0,1,0,0,2023-10-11,"Visa_credit"
1748,"18-25","silver","male",1,1,0,0,2023-12-26,"Visa_credit"
1749,"18-25","platinum","female",1,0,1,0,2023-01-07,"Visa_debit"
1750,"25-34","silver","female",0,1,0,0,2023-02-18,"Visa_debit"
1751,"25-34","gold","female",0,1,0,0,2023-10-15,"Visa_debit"
1752,"25-34","silver","male",1,0,1,0,2023-05-14,"Visa_debit"
1753,"25-34","silver","female",1,1,1,0,2023-10-03,"Visa_debit"
1754,"25-34","silver","female",0,0,1,0,2023-06-03,"Visa_credit"
1755,"34-50","silver","male",1,0,0,1,2023-08-22,"Visa_debit"
1756,"25-34","silver","female",1,0,0,0,2023-12-03,"Mastercard_debit"
1757,"34-50","silver","male",0,0,1,0,2023-04-21,"Visa_debit"
1758,"18-25","platinum","female",1,0,1,0,2023-11-16,"Visa_debit"
1759,"18-25","gold","female",0,1,0,1,2023-02-16,"Visa_debit"
1760,">50","gold","female",1,1,0,0,2023-11-01,"Visa_credit"
1761,"18-25","silver","male",0,0,1,0,2023-05-08,"Visa_debit"
1762,"18-25","gold","female",1,0,1,0,2023-05-31,"Mastercard_credit"
1763,"18-25","gold","other",0,0,1,0,2023-07-17,"Visa_debit"
1764,"18-25","silver","male",1,0,1,0,2023-10-29,"Visa_debit"
1765,"18-25","gold","female",1,0,0,0,2023-08-02,"Other_debit"
1766,"25-34","silver","male",0,1,0,0,2023-01-30,"Visa_debit"
1767,"34-50","silver","female",1,0,1,0,2023-04-13,"Visa_debit"
1768,"25-34","gold","male",1,0,1,0,2023-09-15,"Mastercard_credit"
1769,">50","platinum","female",0,0,1,0,2023-05-03,"Mastercard_debit"
1770,"25-34","silver","female",1,0,0,0,2023-02-18,"Visa_credit"
1771,"34-50","silver","female",1,0,0,0,2023-10-08,"Other_debit"
1772,"18-25","gold","female",1,1,0,0,2023-12-08,"Visa_debit"
1773,"18-25","gold","female",0,1,1,0,2023-09-26,"Visa_debit"
1774,"25-34","silver","male",1,0,1,0,2023-12-18,"Visa_debit"
1775,"25-34","silver","female",0,0,1,0,2023-12-16,"Mastercard_credit"
1776,"25-34","silver","female",1,0,1,0,2023-10-19,"Visa_debit"
1777,"34-50","silver","female",1,0,0,0,2023-12-19,"Visa_debit"
1778,"25-34","platinum","female",1,0,1,0,2023-12-21,"Mastercard_credit"
1779,"25-34","silver","other",0,1,0,-,2023-02-28,"Mastercard_credit"
1780,"34-50","platinum","female",1,0,0,0,-,"Mastercard_debit"
1781,"18-25","silver","female",1,0,1,0,2023-05-30,"Mastercard_credit"
1782,"25-34","silver","male",1,0,0,0,2023-01-04,"Visa_credit"
1783,"34-50","silver","male",0,1,0,0,2023-11-02,"Visa_debit"
1784,"25-34","silver","male",0,0,1,0,2023-03-01,"Mastercard_credit"
1785,"25-34","platinum","male",1,1,0,0,2023-06-30,"Visa_credit"
1786,"25-34","silver","female",0,1,1,0,2023-04-27,"Mastercard_debit"
1787,"25-34","platinum","male",1,0,0,0,2023-12-18,"Visa_credit"
1788,"18-25","silver","female",1,0,0,0,2023-12-31,"Visa_debit"
1789,"18-25","silver","male",1,0,0,0,2023-06-23,"Mastercard_credit"
1790,"25-34","gold","male",1,0,1,0,2023-07-26,"Other_debit"
1791,"34-50","silver","male",1,0,0,1,2023-06-23,"Mastercard_debit"
1792,"18-25","silver","male",0,0,0,1,2023-04-18,"Visa_debit"
1793,"25-34","gold","female",1,1,1,1,2023-06-23,"Mastercard_credit"
1794,"18-25","silver","female",0,0,0,1,2023-02-16,"Visa_debit"
1795,"25-34","platinum","female",0,1,0,0,2023-06-04,"Mastercard_credit"
1796,"25-34","silver","male",1,0,0,0,2023-04-09,"Visa_debit"
1797,"34-50","gold","male",0,0,1,0,2023-05-30,"Mastercard_credit"
1798,"18-25","silver","female",1,0,0,0,2023-05-10,"Visa_debit"
1799,"25-34","silver","male",1,0,0,0,2023-06-14,"Mastercard_credit"
1800,"18-25","silver","female",1,0,0,0,2023-03-15,"Mastercard_credit"
1801,"18-25","silver","female",0,1,0,0,2023-02-25,"Visa_debit"
1802,"25-34","silver","female",0,1,0,0,2023-01-13,"Mastercard_credit"
1803,"18-25","silver","female",0,0,1,0,2023-10-18,"Mastercard_credit"
1804,"18-25","silver","male",0,1,0,0,2023-05-25,"Mastercard_credit"
1805,"18-25","platinum","male",1,1,0,0,2023-02-15,"Visa_debit"
1806,"18-25","gold","female",1,0,1,0,2023-05-31,"Mastercard_credit"
1807,"25-34","gold","female",1,0,1,0,2023-04-14,"Visa_credit"
1808,"18-25","gold","female",1,0,0,0,2023-04-28,"Visa_debit"
1809,"18-25","gold","female",1,1,0,0,2023-12-29,"Mastercard_credit"
1810,"34-50","platinum","female",0,1,0,0,2023-10-18,"Visa_debit"
1811,"34-50","silver","male",1,1,1,0,2023-12-06,"Mastercard_credit"
1812,"25-34","gold","female",1,1,0,0,2023-06-12,"Mastercard_credit"
1813,"25-34","gold","male",1,0,0,0,2023-11-26,"Mastercard_credit"
1814,"25-34","silver","male",0,0,1,0,2023-01-18,"Mastercard_credit"
1815,"25-34","silver","male",1,1,0,0,2023-05-15,"Visa_credit"
1816,"18-25","silver","male",0,0,1,0,2023-08-25,"Visa_credit"
1817,"25-34","silver","other",1,0,1,0,2023-09-12,"Visa_debit"
1818,"34-50","silver","female",0,0,1,0,2023-05-08,"Mastercard_credit"
1819,"18-25","silver","female",0,0,1,0,2023-08-25,"Mastercard_debit"
1820,"34-50","silver","other",1,0,0,0,2023-04-18,"Other_credit"
1821,"25-34","silver","male",1,0,1,0,2023-12-21,"Visa_credit"
1822,"25-34","silver","male",1,0,0,0,2023-09-07,"Visa_credit"
1823,"18-25","gold","male",1,0,1,1,2023-07-24,"Visa_credit"
1824,"18-25","silver","female",0,0,0,1,2023-02-04,"Visa_credit"
1825,"25-34","silver","female",0,0,1,0,2023-10-21,"Mastercard_credit"
1826,"34-50","gold","female",1,0,1,0,2023-04-13,"Visa_credit"
1827,"18-25","silver","female",1,0,0,0,2023-02-19,"Visa_credit"
1828,"25-34","silver","male",1,0,0,0,2023-08-07,"Other_debit"
1829,"18-25","platinum","female",1,1,1,0,2023-04-01,"Visa_debit"
1830,"18-25","gold","female",1,1,1,0,2023-07-25,"Visa_debit"
1831,"18-25","silver","female",1,0,0,0,2023-05-21,"Visa_debit"
1832,"18-25","silver","male",0,0,1,0,2023-05-14,"Visa_credit"
1833,">50","gold","female",0,1,0,0,2023-07-26,"Visa_debit"
1834,"34-50","silver","female",0,1,1,0,2023-10-13,"Visa_debit"
1835,"18-25","silver","male",0,1,1,0,2023-09-04,"Visa_debit"
1836,"25-34","silver","male",0,0,1,0,2023-11-21,"Other_debit"
1837,"18-25","silver","male",1,0,0,0,2023-12-28,"Visa_debit"
1838,"18-25","silver","other",1,1,1,0,2023-08-29,"Visa_debit"
1839,"25-34","platinum","female",1,0,0,0,2023-11-24,"Other_credit"
1840,"18-25","platinum","female",0,1,0,0,2023-02-16,"Visa_credit"
1841,"18-25","silver","female",0,1,0,0,2023-10-31,"Mastercard_credit"
1842,"18-25","silver","female",1,1,0,0,2023-06-23,"Visa_debit"
1843,"18-25","silver","female",0,1,0,1,2023-07-02,"Visa_debit"
1844,"18-25","silver","male",1,0,0,0,2023-01-01,"Visa_credit"
1845,"25-34","silver","female",0,0,1,0,2023-01-04,"Other_debit"
1846,"18-25","silver","male",1,0,0,0,2023-10-12,"Visa_debit"
1847,"25-34","silver","female",1,0,1,1,2023-02-01,"Visa_credit"
1848,"18-25","silver","female",1,0,0,0,2023-08-31,"Visa_credit"
1849,"18-25","silver","male",0,1,0,0,2023-09-25,"Visa_debit"
1850,"25-34","gold","female",1,0,1,1,2023-09-02,"Visa_debit"
1851,"25-34","silver","male",1,0,0,0,2023-08-05,"Visa_credit"
1852,"25-34","silver","female",1,1,1,0,2023-12-18,"Visa_debit"
1853,"25-34","gold","male",1,0,0,0,2023-11-08,"Visa_debit"
1854,"18-25","silver","male",0,1,0,0,2023-10-21,"Visa_debit"
1855,"25-34","silver","female",0,1,1,0,2023-05-14,"Visa_credit"
1856,"25-34","gold","female",1,0,0,0,2023-02-09,"Visa_debit"
1857,"18-25","platinum","female",0,0,1,0,2023-01-02,"Visa_debit"
1858,"18-25","silver","female",1,0,1,0,2023-06-30,"Visa_credit"
1859,"18-25","silver","female",1,1,0,0,2023-10-25,"Visa_debit"
1860,">50","silver",-,1,0,0,0,2023-01-07,"Visa_debit"
1861,"18-25","silver","male",0,0,1,0,2023-09-23,"Mastercard_debit"
1862,"34-50","silver","other",1,0,0,0,2023-05-04,"Visa_debit"
1863,"34-50","silver",-,1,0,0,0,2023-04-06,"Mastercard_credit"
1864,"34-50","silver","female",1,0,1,0,2023-02-24,"Visa_debit"
1865,"18-25","gold","female",0,1,1,0,2023-08-09,"Mastercard_credit"
1866,"25-34","gold","female",0,1,0,0,2023-03-21,"Visa_debit"
1867,"18-25","silver","female",1,1,0,1,2023-09-20,"Visa_debit"
1868,"18-25","platinum","female",1,0,0,0,2023-08-10,"Visa_debit"
1869,"25-34","silver","male",1,0,0,0,2023-08-03,"Mastercard_credit"
1870,"25-34","platinum","male",1,0,1,0,2023-07-06,"Mastercard_credit"
1871,"25-34","gold","female",0,1,1,0,2023-07-24,"Visa_credit"
1872,"18-25","silver","male",0,0,1,0,2023-01-13,"Visa_credit"
1873,"18-25","gold","male",1,0,0,1,2023-01-08,"Visa_debit"
1874,"25-34","gold","male",0,0,1,0,2023-10-19,"Mastercard_debit"
1875,">50","platinum","female",1,0,0,0,2023-04-08,"Visa_debit"
1876,"25-34","silver","female",1,0,1,0,2023-07-12,"Visa_credit"
1877,"34-50","silver","female",1,0,0,0,2023-04-14,"Mastercard_debit"
1878,"25-34","gold","female",0,1,0,0,2023-07-04,"Visa_debit"
1879,"18-25","silver","female",1,0,0,0,2023-12-08,"Visa_credit"
1880,"25-34","silver","male",0,0,1,0,2023-12-05,"Mastercard_debit"
1881,">50","silver","male",0,1,1,0,2023-06-25,-
1882,"25-34","gold","male",1,1,0,0,2023-04-20,"Visa_credit"
1883,"18-25","platinum","female",1,1,1,0,2023-05-08,"Visa_debit"
1884,"18-25","gold","female",1,0,0,0,2023-06-08,"Visa_debit"
1885,"25-34","silver","female",1,0,0,0,2023-03-04,"Mastercard_credit"
1886,"18-25","gold","female",1,0,0,0,2023-03-19,"Visa_debit"
1887,"18-25","gold","female",1,0,0,0,2023-06-01,"Mastercard_credit"
1888,"18-25","silver","male",0,0,1,0,2023-10-16,"Mastercard_debit"
1889,"18-25","silver","male",0,0,1,0,2023-09-28,"Visa_debit"
1890,"18-25","silver","male",1,0,1,0,2023-01-21,"Mastercard_credit"
1891,"18-25","silver","female",1,0,0,1,2023-02-08,"Visa_debit"
1892,"18-25","gold","male",0,0,1,0,2023-04-09,"Visa_debit"
1893,"25-34","silver","male",1,1,0,0,2023-08-16,"Visa_credit"
1894,"34-50","silver","male",1,1,0,0,2023-02-15,"Visa_credit"
1895,"18-25","gold","female",0,0,1,0,2023-03-09,"Visa_debit"
1896,"25-34","silver","male",0,0,1,0,2023-12-16,"Mastercard_credit"
1897,"18-25","silver","female",1,1,0,0,2023-06-12,"Mastercard_credit"
1898,"25-34","gold","female",0,1,1,0,2023-04-08,"Mastercard_credit"
1899,"25-34","gold","male",0,0,1,0,2023-04-13,"Mastercard_credit"
1900,"34-50","platinum","female",1,0,1,0,2023-07-21,"Other_debit"
1901,"18-25","silver","female",0,1,0,0,2023-12-06,"Visa_debit"
1902,"25-34","silver","female",0,1,0,1,2023-05-17,"Mastercard_credit"
1903,"25-34","silver","female",1,0,0,0,2023-05-26,"Visa_debit"
1904,"25-34","platinum","male",0,0,1,0,2023-06-06,"Visa_credit"
1905,"18-25","silver","male",1,0,0,0,2023-08-02,"Visa_debit"
1906,"18-25","silver","male",0,0,1,0,2023-02-15,"Visa_debit"
1907,"25-34","silver","female",0,0,1,0,2023-04-23,"Other_debit"
